Date,GLD Close,LBMA Gold Price,NAV per GLD in Gold,NAV/share at 10.30 a.m. NYT,Indicative Price of GLD at 4.15 p.m. NYT,Mid point of bid/ask spread at 4.15 p.m. NYT#,Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT,Daily Share Volume,Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT,Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT,Total Net Asset Value in the Trust
22-Jun-15,113.64,"$1,185.50",95.87463,113.6594,113.635,$113.64,0.00%,4888351,22681726.06,705.47,2.69E+10
23-Jun-15,112.89,"$1,178.00",95.87338,112.9388,112.9,$112.91,0.01%,3805892,22681726.06,705.47,2.67E+10
24-Jun-15,112.59,"$1,173.75",95.87221,112.53,112.611,$112.60,-0.01%,3036151,22710487.72,706.37,2.66E+10
25-Jun-15,112.44,"$1,172.65",95.87113,112.4233,112.476,$112.47,-0.01%,2021673,22930991.32,713.23,2.69E+10
26-Jun-15,112.56,"$1,170.50",95.87002,112.2159,112.599,$112.60,0.00%,4390289,22873469.31,711.44,2.68E+10
29-Jun-15,113.07,"$1,176.00",95.86704,112.7396,113.027,$113.08,0.05%,5278911,22873469.31,711.44,2.69E+10
30-Jun-15,112.37,"$1,171.00",95.86583,112.2589,112.398,$112.38,-0.02%,7221958,22873469.31,711.44,2.68E+10
1-Jul-15,111.98,"$1,168.00",95.86468,111.9699,112.013,$112.01,0.00%,3687157,22873469.31,711.44,2.67E+10
2-Jul-15,111.76,"$1,165.25",95.86353,111.705,111.748,$111.75,0.00%,3791432,22815951.19,709.65,2.66E+10
3-Jul-15,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
6-Jul-15,112.06,"$1,166.00",95.85935,111.772,112.055,$112.07,0.01%,4341718,22815951.19,709.65,2.66E+10
7-Jul-15,110.76,"$1,156.25",95.85791,110.8357,110.812,$110.77,-0.04%,9064750,22815951.19,709.65,2.64E+10
8-Jul-15,111.09,"$1,158.50",95.85695,111.0503,111.117,$111.08,-0.03%,5675515,22806914.85,709.37,2.64E+10
9-Jul-15,111.36,"$1,164.25",95.85595,111.6003,111.346,$111.34,-0.01%,3798146,22749401.28,707.58,2.65E+10
10-Jul-15,111.49,"$1,159.30",95.85485,111.1245,111.441,$111.50,0.05%,3159494,22749401.28,707.58,2.64E+10
13-Jul-15,110.99,"$1,154.00",95.85163,110.6128,110.967,$111.00,0.03%,3827544,22797327.1,709.07,2.63E+10
14-Jul-15,110.74,"$1,157.40",95.85063,110.9375,110.736,$110.75,0.01%,2611230,22797327.1,709.07,2.64E+10
15-Jul-15,110.16,"$1,147.40",95.84943,109.9776,110.16,$110.18,0.02%,7792881,22797327.1,709.07,2.62E+10
16-Jul-15,109.76,"$1,144.40",95.84833,109.6888,109.756,$109.75,-0.01%,3857856,22758987.77,707.88,2.60E+10
17-Jul-15,108.65,"$1,132.80",95.84708,108.5756,108.662,$108.67,0.01%,13167953,22385184.15,696.25,2.54E+10
20-Jul-15,105.7,"$1,104.60",95.84334,105.8686,105.715,$105.70,-0.01%,15677405,22327678.15,694.46,2.47E+10
21-Jul-15,105.37,"$1,105.60",95.84231,105.9633,105.34,$105.39,0.05%,8366353,22174330.45,689.69,2.45E+10
22-Jul-15,104.8,"$1,088.60",95.84086,104.3324,104.826,$104.82,-0.01%,8455246,22097657.77,687.31,2.40E+10
23-Jul-15,104.33,"$1,097.40",95.84003,105.1748,104.351,$104.32,-0.03%,5752053,22011401.74,684.63,2.41E+10
24-Jul-15,105.35,"$1,080.80",95.83854,103.5823,105.346,$105.34,-0.01%,11445336,21867643.93,680.15,2.36E+10
27-Jul-15,104.86,"$1,100.00",95.83595,105.4195,104.888,$104.85,-0.04%,8212214,21867643.93,680.15,2.40E+10
28-Jul-15,105.02,"$1,096.20",95.83479,105.0541,104.997,$105.00,0.00%,5524125,21867643.93,680.15,2.40E+10
29-Jul-15,105.17,"$1,090.25",95.83356,104.4825,105.11,$105.17,0.06%,5524125,21867643.93,680.15,2.38E+10
30-Jul-15,104.27,"$1,087.50",95.83242,104.2178,104.304,$104.25,-0.05%,6296210,21867643.93,680.15,2.38E+10
31-Jul-15,104.93,"$1,098.40",95.83173,105.2616,104.955,$104.94,-0.01%,5602331,21628064.6,672.7,2.37E+10
3-Aug-15,104.1,"$1,091.90",95.82834,104.635,104.113,$104.09,-0.02%,3278394,21628064.6,672.7,2.36E+10
4-Aug-15,104.31,"$1,090.65",95.82724,104.514,104.298,$104.30,0.00%,2854350,21560985.54,670.62,2.35E+10
5-Aug-15,103.93,"$1,085.10",95.82598,103.9808,103.895,$103.94,0.04%,5032977,21474742.15,667.93,2.33E+10
6-Aug-15,104.39,"$1,089.75",95.82511,104.4254,104.392,$104.38,-0.01%,3894065,21474742.15,667.93,2.34E+10
7-Aug-15,104.65,"$1,093.50",95.82422,104.7838,104.678,$104.67,-0.01%,4382901,21467043.9,667.69,2.35E+10
10-Aug-15,105.72,"$1,097.00",95.82111,105.1158,105.691,$105.75,0.06%,5887234,21467043.9,667.69,2.35E+10
11-Aug-15,106.26,"$1,108.25",95.8202,106.1927,106.226,$106.25,0.02%,4007277,21467043.9,667.69,2.38E+10
12-Aug-15,107.75,"$1,119.00",95.81929,107.2218,107.71,$107.76,0.05%,10192821,21601190.91,671.87,2.42E+10
13-Aug-15,106.86,"$1,116.75",95.81821,107.005,106.852,$106.85,0.00%,4669830,21601190.91,671.87,2.41E+10
14-Aug-15,106.85,"$1,118.25",95.81718,107.1476,106.874,$106.87,0.00%,3497579,21601190.91,671.87,2.42E+10
17-Aug-15,107.13,"$1,118.80",95.81404,107.1967,107.096,$107.12,0.02%,5728847,21601190.91,671.87,2.42E+10
18-Aug-15,107.11,"$1,111.45",95.81285,106.4912,107.09,$107.11,0.02%,3734267,21601190.91,671.87,2.40E+10
19-Aug-15,108.55,"$1,126.15",95.81209,107.8988,108.541,$108.54,0.00%,6460039,21601190.91,671.87,2.43E+10
20-Aug-15,110.44,"$1,147.70",95.81147,109.9628,110.413,$110.42,0.01%,11259616,21716164.67,675.44,2.49E+10
21-Aug-15,111.13,"$1,156.50",95.8106,110.805,111.112,$111.11,0.00%,12873471,21792813.15,677.83,2.52E+10
24-Aug-15,110.53,"$1,166.50",95.80767,111.7596,110.581,$110.50,-0.07%,16642336,21898201.59,681.1,2.55E+10
25-Aug-15,109.16,"$1,137.50",95.80593,108.9793,109.171,$109.17,0.00%,8759333,21898201.59,681.1,2.49E+10
26-Aug-15,107.67,"$1,120.75",95.80446,107.3728,107.675,$107.69,0.01%,10009495,21898201.59,681.1,2.45E+10
27-Aug-15,107.73,"$1,119.00",95.80336,107.204,107.75,$107.71,-0.04%,8093182,21946103.27,682.59,2.45E+10
28-Aug-15,108.7,"$1,135.00",95.80275,108.7361,108.717,$108.67,-0.04%,7027704,21946103.27,682.59,2.49E+10
31-Aug-15,108.82,"$1,135.00",95.7996,108.7325,108.79,$108.83,0.04%,3781255,21946103.27,682.59,2.49E+10
1-Sep-15,109.2,"$1,142.30",95.79877,109.4309,109.249,$109.19,-0.05%,6601713,21946103.27,682.59,2.51E+10
2-Sep-15,108.62,"$1,137.75",95.79758,108.9937,108.625,$108.61,-0.01%,3791822,21946103.27,682.59,2.50E+10
3-Sep-15,107.84,"$1,128.00",95.79621,108.0581,107.756,$107.82,0.06%,3842965,21946103.27,682.59,2.47E+10
4-Sep-15,107.49,"$1,118.25",95.79483,107.1226,107.491,$107.50,0.01%,3803657,21938357.2,682.35,2.45E+10
7-Sep-15,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
8-Sep-15,107.52,"$1,121.15",95.79065,107.3957,107.53,$107.51,-0.02%,5829059,21938357.2,682.35,2.46E+10
9-Sep-15,106.13,"$1,109.85",95.7895,106.312,106.14,$106.12,-0.02%,7827865,21804251.9,678.18,2.42E+10
10-Sep-15,106.38,"$1,109.50",95.78844,106.2773,106.378,$106.39,0.01%,5273401,21804251.9,678.18,2.42E+10
11-Sep-15,106.16,"$1,100.25",95.7873,105.4858,106.137,$106.15,0.01%,3855584,21804251.9,678.18,2.40E+10
14-Sep-15,106.22,"$1,104.80",95.7842,105.8224,106.225,$106.21,-0.01%,2255186,21804251.9,678.18,2.41E+10
15-Sep-15,105.9,"$1,105.95",95.78317,105.9314,105.869,$105.90,0.03%,2897582,21804251.9,678.18,2.41E+10
16-Sep-15,107.31,"$1,117.60",95.7823,107.0463,107.31,$107.30,-0.01%,4889937,21804251.9,678.18,2.44E+10
17-Sep-15,108.41,"$1,117.50",95.78125,107.0356,108.357,$108.41,0.05%,6385252,21804251.9,678.18,2.44E+10
18-Sep-15,109.21,"$1,141.50",95.78061,109.3336,109.176,$109.20,0.02%,6070148,21804251.9,678.18,2.49E+10
21-Sep-15,108.53,"$1,133.25",95.7773,108.5396,108.54,$108.55,0.01%,3737961,21689319.14,674.61,2.46E+10
22-Sep-15,107.79,"$1,122.90",95.77604,107.5469,107.758,$107.79,0.03%,4988387,21727629.56,675.8,2.44E+10
23-Sep-15,108.22,"$1,131.35",95.77517,108.3552,108.236,$108.22,-0.01%,2521235,21746784.59,676.4,2.46E+10
24-Sep-15,110.49,"$1,154.50",95.77464,110.5718,110.481,$110.47,-0.01%,8044515,21871291.63,680.27,2.52E+10
25-Sep-15,109.81,"$1,146.65",95.77341,109.8186,109.895,$109.84,-0.05%,4445099,21995797.06,684.14,2.52E+10
28-Sep-15,108.42,"$1,131.05",95.76986,108.3205,108.359,$108.41,0.05%,2379412,21995797.06,684.14,2.49E+10
29-Sep-15,107.98,"$1,132.10",95.76884,108.4199,107.979,$107.99,0.01%,3351342,21995797.06,684.14,2.49E+10
30-Sep-15,106.86,"$1,114.00",95.76727,106.6847,106.857,$106.89,0.03%,6434986,22101141.06,687.42,2.46E+10
1-Oct-15,106.73,"$1,119.00",95.76637,107.1626,106.708,$106.74,0.03%,3932397,22158600.88,689.2,2.48E+10
2-Oct-15,108.99,"$1,140.75",95.76597,109.245,109.006,$108.97,-0.03%,7060946,22158600.88,689.2,2.53E+10
5-Oct-15,108.77,"$1,139.75",95.7628,109.1457,108.763,$108.79,0.03%,5225521,22151494.43,688.98,2.52E+10
6-Oct-15,109.86,"$1,147.50",95.7618,109.8867,109.839,$109.86,0.02%,5617676,22151494.43,688.98,2.54E+10
7-Oct-15,109.7,"$1,144.60",95.76073,109.6077,109.742,$109.72,-0.02%,5193948,22094037.99,687.2,2.53E+10
8-Oct-15,109.14,"$1,140.00",95.75965,109.166,109.171,$109.15,-0.02%,4123135,22094037.99,687.2,2.52E+10
9-Oct-15,110.87,"$1,151.55",95.7587,110.2709,110.85,$110.86,0.01%,6462176,22094037.99,687.2,2.54E+10
12-Oct-15,111.31,"$1,164.90",95.75571,111.5458,111.306,$111.32,0.01%,5615037,22094037.99,687.2,2.57E+10
13-Oct-15,111.86,"$1,165.20",95.75467,111.5733,111.846,$111.86,0.01%,4325617,22094037.99,687.2,2.57E+10
14-Oct-15,113.81,"$1,173.90",95.75373,112.4053,113.803,$113.80,0.00%,8077632,22342997.69,694.94,2.62E+10
15-Oct-15,113.29,"$1,184.25",95.75282,113.3953,113.266,$113.26,-0.01%,12246987,22505777.49,700,2.66E+10
16-Oct-15,112.49,"$1,180.85",95.75173,113.0684,112.508,$112.47,-0.03%,5659060,22304698.85,693.75,2.63E+10
19-Oct-15,112.02,"$1,175.40",95.7485,112.5428,112.026,$112.02,-0.01%,3590430,22419597.05,697.32,2.63E+10
20-Oct-15,112.73,"$1,177.75",95.74749,112.7666,112.733,$112.72,-0.01%,4276945,22419597.05,697.32,2.64E+10
21-Oct-15,111.73,"$1,167.10",95.74625,111.7454,111.745,$111.75,0.00%,3890841,22419597.05,697.32,2.62E+10
22-Oct-15,111.69,"$1,167.00",95.7452,111.7346,111.658,$111.67,0.01%,3194231,22419597.05,697.32,2.62E+10
23-Oct-15,111.5,"$1,161.25",95.74403,111.1828,111.489,$111.47,-0.02%,4445491,22362150.64,695.54,2.60E+10
26-Oct-15,111.43,"$1,166.40",95.74102,111.6723,111.385,$111.40,0.01%,2278261,22362150.64,695.54,2.61E+10
27-Oct-15,111.68,"$1,165.70",95.73995,111.6041,111.709,$111.66,-0.04%,2301728,22362150.64,695.54,2.61E+10
28-Oct-15,110.78,"$1,179.60",95.73925,112.934,110.679,$110.76,0.07%,7678518,22323854.94,694.34,2.63E+10
29-Oct-15,109.72,"$1,148.60",95.73739,109.964,109.734,$109.70,-0.03%,4721370,22323854.94,694.34,2.56E+10
30-Oct-15,109.3,"$1,142.35",95.73617,109.3642,109.335,$109.28,-0.05%,4848027,22256839.62,692.26,2.54E+10
2-Nov-15,108.59,"$1,134.00",95.73277,108.561,108.599,$108.60,0.00%,5428122,22161106.85,689.28,2.51E+10
3-Nov-15,106.98,"$1,134.00",95.73137,107.5159,106.932,$106.99,0.05%,6415070,22065375.48,686.3,2.48E+10
4-Nov-15,105.97,"$1,114.70",95.73003,106.7103,106.007,$105.99,-0.02%,6885968,21866068.01,680.11,2.44E+10
5-Nov-15,105.64,"$1,106.30",95.72894,105.9049,105.623,$105.62,0.00%,4264373,21598026.97,671.77,2.39E+10
6-Nov-15,104.1,"$1,088.90",95.72778,104.238,104.123,$104.11,-0.01%,7327402,21511871.97,669.09,2.34E+10
9-Nov-15,104.4,"$1,089.60",95.72465,104.3016,104.455,$104.43,-0.02%,3070323,21416147.32,666.11,2.33E+10
10-Nov-15,104.18,"$1,087.10",95.72358,104.0611,104.152,$104.17,0.02%,3579362,21329996.1,663.43,2.32E+10
11-Nov-15,103.83,"$1,085.90",95.72252,103.9451,103.845,$103.81,-0.03%,3183127,21329996.1,663.43,2.32E+10
12-Nov-15,103.85,"$1,087.40",95.72149,104.0875,103.843,$103.84,0.00%,6297410,21282135.35,661.94,2.31E+10
13-Nov-15,103.56,"$1,081.50",95.72036,103.5216,103.574,$103.59,0.02%,3174602,21282135.35,661.94,2.30E+10
16-Nov-15,103.71,"$1,084.75",95.71728,103.8293,103.681,$103.69,0.01%,2782395,21282135.35,661.94,2.31E+10
17-Nov-15,102.34,"$1,079.20",95.71614,103.2969,102.344,$102.37,0.02%,8062200,21282135.35,661.94,2.30E+10
18-Nov-15,102.43,"$1,067.75",95.71488,102.1996,102.42,$102.41,-0.01%,4735869,21282135.35,661.94,2.27E+10
19-Nov-15,103.56,"$1,082.60",95.71412,103.6201,103.615,$103.58,-0.03%,4629112,21282135.35,661.94,2.30E+10
20-Nov-15,103.09,"$1,081.75",95.71306,103.5376,103.116,$103.11,-0.01%,5354860,21243850.13,660.75,2.30E+10
